,OrgPos,Page,KeyFrom,NodeFrom,Edge,NodeTo,KeyTo
143,143.0,,143,Cephalic setae O; vulva near anus; spicula 2; in and around insects,Cephalic setae O; vulva near anus; spicula 2; in and around insects,"Spear present, at least in larva or 9 ; organs degenerating in adult",151
144,144.0,,151,Spear none or vestigial,Spear none or vestigial,Uterus finally evaginated; oesophagus and intestine degenerating early,148
145,145.0,,148,Uterus not evaginated,Uterus not evaginated,Nema saccate; organs degenerating exc. gonads ............................... .,147
146,146.0,,147,Nema serpentine; oesophagus and intestine persisting; in beetles and weevils ... ,Nema serpentine; oesophagus and intestine persisting; in beetles and weevils ... ,Brad11nema Straee. 1892,Brad11nema Straee. 1892
147,147.0,,147,Nema saccate; organs degenerating exc. gonads ............................... . ,Nema saccate; organs degenerating exc. gonads ............................... . ,"Allantonema Leuck. 1884 ( = Tylenchomorphus, Fucha 1914)","Allantonema Leuck. 1884 ( = Tylenchomorphus, Fucha 1914)"
148,148.0,,148,Uterus finally evaginated; oesophagus and intestine degenerating early,Uterus finally evaginated; oesophagus and intestine degenerating early,Evaginated uterus not much larger than nema ..................................,150
149,149.0,,150,Evaginated uterus many times as large as nema .............................. . ,Evaginated uterus many times as large as nema .............................. . ,Sphaerularia Duf. 1837,Sphaerularia Duf. 1837
150,150.0,,150,Evaginated uterus not much larger than nema .................................. ,Evaginated uterus not much larger than nema .................................. ,Aaconema Leuck. 1886 ( = Atractonema Leuck. 1887),Aaconema Leuck. 1886 ( = Atractonema Leuck. 1887)
151,151.0,,151,"Spear present, at least in larva or 9 ; organs degenerating in adult","Spear present, at least in larva or 9 ; organs degenerating in adult",Base of spear straight; spicula nearly straight,153
152,152.0,,153,"Base of spear ±bulbed; oee. fusiform, glands abs. in r:J'; bursa pre-and poet-anal . . ","Base of spear ±bulbed; oee. fusiform, glands abs. in r:J'; bursa pre-and poet-anal . . ",Scatonema Bovien 1932,Scatonema Bovien 1932
153,153.0,,153,Base of spear straight; spicula nearly straight,Base of spear straight; spicula nearly straight,Vulva remaining functional; adult 9 parasitic; gubernaculum small,155
154,154.0,,155,Vulva degenerating; 9 free living; bursa pre-anal; in Pasealus . . ,Vulva degenerating; 9 free living; bursa pre-anal; in Pasealus . . ,Chondronema Christie & Chitwood 1931 (= Uracanthus Diee. 1861),Chondronema Christie & Chitwood 1931 (= Uracanthus Diee. 1861)
155,155.0,,155,Vulva remaining functional; adult 9 parasitic; gubernaculum small,Vulva remaining functional; adult 9 parasitic; gubernaculum small,"Anus persisting; in frit-fly, Oscinella ..................................",157
156,156.0,,157,"Anus none or vestigial; in cucumber beetle, Diabrotica ...................... ","Anus none or vestigial; in cucumber beetle, Diabrotica ...................... ",Howardula Cobb 1921,Howardula Cobb 1921
157,157.0,,157,"Anus persisting; in frit-fly, Oscinella .................................. ","Anus persisting; in frit-fly, Oscinella .................................. ",(Tylenchinema Goodey 1930),(Tylenchinema Goodey 1930)
158,158.0,,158,Ovaries 2; spinneret present exc. Micoletzkyia (for alternative see preceding page),Ovaries 2; spinneret present exc. Micoletzkyia (for alternative see preceding page),Gonads 9 opposed,160
159,159.0,,160,"Gonads 9 parallel, posterior; wings 10-12, segmenting the annules ................. . ","Gonads 9 parallel, posterior; wings 10-12, segmenting the annules ................. . ",Porocoma Cobb 1920,Porocoma Cobb 1920
160,160.0,,160,Gonads 9 opposed,Gonads 9 opposed,The ovaries reflexed,166
161,161.0,,166,The ovaries outstretched; marine,The ovaries outstretched; marine,Annules and striae 0; amphid not saccate; cuticle thick ........................ .,165
162,162.0,,165,"Annules few, very coarse; amphid saccate; cephalic setae 4; nema wide","Annules few, very coarse; amphid saccate; cephalic setae 4; nema wide","Number of annules 32-91, secreted annules absent; head concave-quadrate pyramidal..",164
163,163.0,,164,"Number of annules ±17, secreted annules prominent, separated; head small ... . ","Number of annules ±17, secreted annules prominent, separated; head small ... . ",Desmoscolex Clap. 1863,Desmoscolex Clap. 1863
164,164.0,,164,"Number of annules 32-91, secreted annules absent; head concave-quadrate pyramidal.. ","Number of annules 32-91, secreted annules absent; head concave-quadrate pyramidal.. ",Tricoma Cobb 1894 ( =Quadricoma Fil. 1922),Tricoma Cobb 1894 ( =Quadricoma Fil. 1922)
165,165.0,,165,Annules and striae 0; amphid not saccate; cuticle thick ........................ .,Annules and striae 0; amphid not saccate; cuticle thick ........................ ., Phanodermella Kreis 1928, Phanodermella Kreis 1928
166,166.0,,166,The ovaries reflexed,The ovaries reflexed,Habitat marine; pharnyx and onchium absent,168
167,167.0,,168,"Habitat freshwater; lips 3, thick; pharynx narrow, deep; onchium minute, deepset ","Habitat freshwater; lips 3, thick; pharynx narrow, deep; onchium minute, deepset ",(Tripyla Bast. 1865) (=Promononchus Micol. 1923),(Tripyla Bast. 1865) (=Promononchus Micol. 1923)
168,168.0,,168,Habitat marine; pharnyx and onchium absent,Habitat marine; pharnyx and onchium absent,Annules not few nor coarse; amphid not saccate; nema ±slender,170
169,169.0,,170,"Annules ±17,secreted annules prominent;amphid saccate;ceph. set. 4;nema wide ","Annules ±17,secreted annules prominent;amphid saccate;ceph. set. 4;nema wide ",Desmoscolez Clap. 1863,Desmoscolez Clap. 1863
170,170.0,,170,Annules not few nor coarse; amphid not saccate; nema ±slender,Annules not few nor coarse; amphid not saccate; nema ±slender,Odontia 0; lip region not set off,172
171,171.0,,172,Odontia 6; lip region discoid; ceph. set. 4; gland ducts oft piercing cuticle . . ,Odontia 6; lip region discoid; ceph. set. 4; gland ducts oft piercing cuticle . . ,Stephanolaimus Ditlev. 1918,Stephanolaimus Ditlev. 1918
172,172.0,,172,Odontia 0; lip region not set off,Odontia 0; lip region not set off,Head not set off; cephalic setae 4 or 6,174
173,173.0,,174,"Head set off by constrict.; ceph. set. 8; spicula long, slender; gub. Complex","Head set off by constrict.; ceph. set. 8; spicula long, slender; gub. Complex", Micoletzkyia Ditlev. 1926, Micoletzkyia Ditlev. 1926
174,174.0,,174,Head not set off; cephalic setae 4 or 6,Head not set off; cephalic setae 4 or 6,Setae on head 6; eyes none,176
175,175.0,,176,"Setae on head 4; eyes with lenses; amphid transverse-oval, at lips; among algae ... . ","Setae on head 4; eyes with lenses; amphid transverse-oval, at lips; among algae ... . ",(lonema Cobb 1920),(lonema Cobb 1920)
176,176.0,,176,Setae on head 6; eyes none,Setae on head 6; eyes none,"Spicula long, several anal body-diameters",178
177,177.0,,178,"Spicula short, 1 anal body-diam.; pores 0; longest cerv. set.½ neck-width . . ","Spicula short, 1 anal body-diam.; pores 0; longest cerv. set.½ neck-width . . ",Parozystomina Micol. 1924,Parozystomina Micol. 1924
178,178.0,,178,"Spicula long, several anal body-diameters","Spicula long, several anal body-diameters","Cervical setae 0; pores in dorso-sublat. rows; ovary post., anterior a rudiment . .",180
179,179.0,,180,Cervical setae in 6 longitudinal rows; pores 0; ovaries equally long .......,Cervical setae in 6 longitudinal rows; pores 0; ovaries equally long ......., (Stenolaimv.s Marion 1870), (Stenolaimv.s Marion 1870)
180,180.0,,180,"Cervical setae 0; pores in dorso-sublat. rows; ovary post., anterior a rudiment . . ","Cervical setae 0; pores in dorso-sublat. rows; ovary post., anterior a rudiment . . ",Antopus Cobb 1933,Antopus Cobb 1933
181,181.0,,181,Amphid known (for alternative see preceding page),Amphid known (for alternative see preceding page),"External amphid spiral, circular or elliptbal (for alternative see preceding page)",232
182,182.0,,232,"External amphid not spiral, circular nor elliptical (for alternative see next page)","External amphid not spiral, circular nor elliptical (for alternative see next page)",Female known,194
183,183.0,,194,Female not known; marine,Female not known; marine,Neck not over 25%; amphid not linear; spinneret present,185
184,184.0,,185,"Neck ±40%;amph. narrow, several head-widths long;tail setaceous;spinneret oft O ","Neck ±40%;amph. narrow, several head-widths long;tail setaceous;spinneret oft O ",Halalaimoides Cobb 1933,Halalaimoides Cobb 1933
185,185.0,,185,Neck not over 25%; amphid not linear; spinneret present,Neck not over 25%; amphid not linear; spinneret present,Wings conspicuous,189
186,186.0,,189,Wings absent,Wings absent,"Odontia 0; mouth & phar. vestigial; eyes, amph. & set. very large; adult d' only",188
187,187.0,,188,"Odontia 6;lip papill. 6;ceph. set. 10(?); subceph. 4, jointed; amph. oval, flat caudad ","Odontia 6;lip papill. 6;ceph. set. 10(?); subceph. 4, jointed; amph. oval, flat caudad ",Apodontium Cobb 1920,Apodontium Cobb 1920
188,188.0,,188,"Odontia 0; mouth & phar. vestigial; eyes, amph. & set. very large; adult d' only ","Odontia 0; mouth & phar. vestigial; eyes, amph. & set. very large; adult d' only ",Enchelidium Ehrenb. 1836 (=Lasiomitv.s Marion 1870 =Parasymplocostoma Schulz 1932),Enchelidium Ehrenb. 1836 (=Lasiomitv.s Marion 1870 =Parasymplocostoma Schulz 1932)
189,189.0,,189,Wings conspicuous,Wings conspicuous,"Head not mitreform, set off by lack of annulation; annules of ""tiles""; amph. crook-shape",191
190,190.0,,191,"Head mitreform, set off by constriction; striae O; cephalic setae small, 4 or 6 .......... . ","Head mitreform, set off by constriction; striae O; cephalic setae small, 4 or 6 .......... . ",Xennella Cobb 1920,Xennella Cobb 1920
191,191.0,,191,"Head not mitreform, set off by lack of annulation; annules of ""tiles""; amph. crook-shape","Head not mitreform, set off by lack of annulation; annules of ""tiles""; amph. crook-shape",Annules under 300; cephalic setae 4; onchium present (?); nema under 1 mm ......,193
192,192.0,,193,"Annules over 700; ceph. set. conspicuous, 8, in 2 circlets; onchia 0; nema 3 mm.+ ","Annules over 700; ceph. set. conspicuous, 8, in 2 circlets; onchia 0; nema 3 mm.+ ",Pristionema Cobb 1933,Pristionema Cobb 1933
193,193.0,,193,Annules under 300; cephalic setae 4; onchium present (?); nema under 1 mm ...... ,Annules under 300; cephalic setae 4; onchium present (?); nema under 1 mm ...... ,Pselionema Cobb 1933 ( =Steineria Fil. 1922) (cf. Ceramonema Cobb 1920),Pselionema Cobb 1933 ( =Steineria Fil. 1922) (cf. Ceramonema Cobb 1920)
194,194.0,,194,Female known,Female known,Ovaries 2,202
195,195.0,,202,Ovary 1,Ovary 1,Gonad 9 reflexed,197
196,196.0,,197,"Gonad 9 outstretched, anterior;ceph. papill. 4;amph. minute, open caudad;marine algae ","Gonad 9 outstretched, anterior;ceph. papill. 4;amph. minute, open caudad;marine algae ",Litotes Cobb 1920,Litotes Cobb 1920
197,197.0,,197,Gonad 9 reflexed,Gonad 9 reflexed,Spinneret absent; ovary anterior; in soil about roots,199
198,198.0,,199,"Spinneret present; ovary posterior, anterior branch short; wings O; marine ","Spinneret present; ovary posterior, anterior branch short; wings O; marine ",Thalassoalaimus de Man 1893,Thalassoalaimus de Man 1893
199,199.0,,199,Spinneret absent; ovary anterior; in soil about roots,Spinneret absent; ovary anterior; in soil about roots,"Wings 0, striae 0; cephalic papillae minute; amphid 2 head-widths back. ......... .",201
200,200.0,,201,"Wings present, striae ±coarse; cephalic papillae 4; amphid 1 head-width back .. .","Wings present, striae ±coarse; cephalic papillae 4; amphid 1 head-width back .. .", lotalaimv.s Cobb 1920, lotalaimv.s Cobb 1920
201,201.0,,201,"Wings 0, striae 0; cephalic papillae minute; amphid 2 head-widths back. ......... .","Wings 0, striae 0; cephalic papillae minute; amphid 2 head-widths back. ......... .", Alaimus de Man 1880, Alaimus de Man 1880
202,202.0,,202,Ovaries 2,Ovaries 2,Gonads 9 reflexed,212
203,203.0,,212,Gonads 9 outstretched; spinneret present; marine,Gonads 9 outstretched; spinneret present; marine,Annules not few nor coarse; amphid not saccate; nema ±slender,205
204,204.0,,205,"Annules ±17, secreted annules prominent;amphid saccate;ceph. setae 4 ;nema wide ","Annules ±17, secreted annules prominent;amphid saccate;ceph. setae 4 ;nema wide ",Desmoscolez Clap. 1863,Desmoscolez Clap. 1863
205,205.0,,205,Annules not few nor coarse; amphid not saccate; nema ±slender,Annules not few nor coarse; amphid not saccate; nema ±slender,Mouth axial; amphid not huge,207
206,206.0,,207,"Mouth ventrad; amphid huge, bent, dorsal limb the longer ................... . ","Mouth ventrad; amphid huge, bent, dorsal limb the longer ................... . ",Campylaimv.s Cobb 1920,Campylaimv.s Cobb 1920
207,207.0,,207,Mouth axial; amphid not huge,Mouth axial; amphid not huge,"Amphid ""folded,"" not over 1 head-width long; eyes 2, sometimes absent",209
208,208.0,,209,"Amphid narrow, oft many head-widths long; eyes 0; cephalic setae 6, subceph. 4 ","Amphid narrow, oft many head-widths long; eyes 0; cephalic setae 6, subceph. 4 ",Halalaimus de Man 1888,Halalaimus de Man 1888
209,209.0,,209,"Amphid ""folded,"" not over 1 head-width long; eyes 2, sometimes absent","Amphid ""folded,"" not over 1 head-width long; eyes 2, sometimes absent",Oesophagus and lumen not widened; pharynx like oesoph. lining ... .,211
210,210.0,,211,Oesophagus and lumen widened between eyes and nerve ring; pharynx obvious ,Oesophagus and lumen widened between eyes and nerve ring; pharynx obvious ,(Coinonema Cobb 1920),(Coinonema Cobb 1920)
211,211.0,,211,Oesophagus and lumen not widened; pharynx like oesoph. lining ... . ,Oesophagus and lumen not widened; pharynx like oesoph. lining ... . ,Araeolaimoides (de Man) Fil. 1918,Araeolaimoides (de Man) Fil. 1918
212,212.0,,212,Gonads 9 reflexed,Gonads 9 reflexed,Spinneret present,214
213,213.0,,214,"Spinneret 0; tail 3%; ceph. set. 10, cervical long, 1 group at amphid; marine . . ","Spinneret 0; tail 3%; ceph. set. 10, cervical long, 1 group at amphid; marine . . ",Platycomopsis Ditlev. 1926 (=Dactylonema Fil. 1927),Platycomopsis Ditlev. 1926 (=Dactylonema Fil. 1927)
214,214.0,,214,Spinneret present,Spinneret present,Habitat marine; onchia absent exc. Actinonema,216
215,215.0,,216,"Habitat freshwater; lips 3, thick; pharynx narrow, deep; onchium minute, deepset","Habitat freshwater; lips 3, thick; pharynx narrow, deep; onchium minute, deepset", (Tripyla Bast. 1865) ( =Promononchv.s Micol. 1923), (Tripyla Bast. 1865) ( =Promononchv.s Micol. 1923)
216,216.0,,216,Habitat marine; onchia absent exc. Actinonema,Habitat marine; onchia absent exc. Actinonema,Amphid not narrow nor very long,223
217,217.0,,223,"Amphid narrow, several head-widths long; head set off, with colorless cuticle","Amphid narrow, several head-widths long; head set off, with colorless cuticle","Cephalic & subceph. setae near together exc. Nuada isaitshikovi; cuticle thick,¼ to½ radius",220
218,218.0,,220,Cephalic & subceph. setae ±1 head-width apart; cuticle thin (to 1 1z radius) ... ,Cephalic & subceph. setae ±1 head-width apart; cuticle thin (to 1 1z radius) ... ,H alalaimv.s de Man 1888,H alalaimv.s de Man 1888
219,220.0,,220,"Cephalic & subceph. setae near together exc. Nuada isaitshikovi; cuticle thick,¼ to½ radius","Cephalic & subceph. setae near together exc. Nuada isaitshikovi; cuticle thick,¼ to½ radius",The cuticle¼ to ½ radius in thickness ..........................................,222
